"index","news","date"
18,"Stock market sustains upward rally despite uninspiring GDP figures","
August28,2023"
18,"AfCFTA: Traditional institution, key to successful implementation —Akwara","
August27,2023"
18,"Naira ends week on negative note","
August26,2023"
18,"Credite Capital declares N30m dividend at AGM","
August26,2023"
18,"Economists, experts, analysts warn FG on misleading unemployment report","
August26,2023"
18,"Unclaimed dividends in capital market hits N190bn — SEC","
August25,2023"
18,"24 banks lose N9.75b in Q2 2023 as fraud rises 277%","
August25,2023"
18,"Manufacturers’ confidence in economy wanes amid harsh environment — SURVEY","
August25,2023"
18,"Shippers Council, PEBEC stress need for export policies","
August24,2023"
18,"Dangote tops list of 50 most valuable brands in Nigeria","
August24,2023"
18,"Vanguard Economic Forum Series: BoI disbursed N1.5trn to MSMEs in 8 years — Pitan","
August24,2023"
18,"How we’re enhancing financial sustainability of MSMEs, startups in Nigeria – Momo CEO, Eli Hini","
August24,2023"
18,"ICAN challenges CBN, NNPCL $3bn Afrexim Bank loan","
August24,2023"
18,"MAN set to host 2023 Manufacturing,  Equipment Expo","
August24,2023"
18,"China, USA, Russia, EU, India lead in fuel subsidy — IMF","
August24,2023"
18,"Stock exchange pushes dollar asset listings for Nigeria’s FX challenges","
August24,2023"
18,"‘We are meeting Nigeria’s 40% LPG demand’ — NLNG","
August24,2023"
18,"NGX market capitalization rises by N422bn in 3 days","
August24,2023"
19,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
19,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
19,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
19,"NSIA commits $500m to infrastructure Devt","
August23,2023"
19,"Gas Flaring: Nigeria loses N34.1bn as oil firms flare 12.7 mscf","
August23,2023"
19,"FG should reorganise CBN, NNPCL for improved transparency — LCCI","
August23,2023"
19,"Bello faults involvement of foreigners in freight forwarding practice ","
August23,2023"
19,"UBA holds  business series on financial fitness","
August23,2023"
19,"N77trn debt may stall Tinubu’s economic plan — MAN","
August22,2023"
19,"Fuel price rise 9.5% above official price in some states — NBS","
August22,2023"
19,"Nigeria’s net foreign reserves fell to $3.7bn at end of 2022 – JP Morgan","
August21,2023"
19,"Stock market under pressure over macroeconomic outlook","
August21,2023"
19,"Old age poverty to increase as pension coverage stagnates, population rises","
August21,2023"
19,"Banks lose N9.5bn to e-fraud in 2023","
August19,2023"
19,"Transcorp acquires 60% stake in Abuja DisCo","
August18,2023"
19,"Credit to govt rises further by 3.5% to N32.3trn","
August18,2023"
19,"Illicit financial flows draining nation’s revenue, foreign reserves – ICPC","
August18,2023"
19,"CIBN Bankers’ Nite: Stakeholders to discuss implications of forex unification","
August18,2023"
19,"Tenure limit: NAICOM director exits on compulsory retirement","
August18,2023"
19,"Optimus Bank states mission as Sanwo-Olu unveils in Lagos","
August18,2023"
19,"Directors of 183 failed MfBs, PMBs to be investigated — NDIC","
August18,2023"
19,"NDIC mulls investigation of directors for failure of 183 MfBs, PMBs","
August17,2023"
19,"Naira appreciates as NNPCL boosts forex supply with $3bn loan","
August17,2023"
20,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
20,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
20,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
20,"NIMASA intervenes, investigates collapsed oil rig","
August17,2023"
20,"Port congestion lingers over capacity utilization of scanners","
August17,2023"
20,"Fish farmers lament loss of N100 billion to flood","
August17,2023"
20,"Manufacturers groan under rising inflation","
August17,2023"
20,"FMDQ woos MOFI with private sector securities to fund govt coys","
August17,2023"
20,"CIPSMN calls for full implementation of Public Procurement Act","
August17,2023"
20,"Leadway Assurance, Corporate Farmers collaborate to boost agric","
August17,2023"
20,"Stakeholders task youths on leadership opportunities","
August17,2023"
20,"FBS Re achieves N16.6bn premium, a 110% growth in 2022","
August17,2023"
20,"Nigeria’s eurobonds drop as FG freezes petrol price hike","
August16,2023"
20,"Reps move to address multiple taxation ","
August16,2023"
20,"Harsh economy: Buhari spent 96% of national income on debt — Oshiomhole","
August16,2023"
20,"Inflation hits 24.08% as Nigerians struggle with higher food prices","
August16,2023"
20,"Pension Funds’ investment in equities grows by 36% to N1.4trn","
August16,2023"
20,"ETK Group projects impact of Niger’s Coup on AfCTA, SMEs","
August16,2023"
20,"Nigeria resumes oil export at Forcados terminal","
August16,2023"
20,"FBN Holdings assures shareholders of improvements, dividend","
August16,2023"
20,"Inflation rate surpasses analysts projections, rises to 24.08 %","
August15,2023"
20,"FG dissolves advertising body over approval of ‘All Eyes on The Judiciary’ billboards","
August15,2023"
20,"No plan to increase petroleum pump prices – NNPCL","
August15,2023"
21,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
21,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
21,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
21,"Naira slide: CBN moves to crackdown on speculators ","
August15,2023"
21,"FG to revive, list moribund govt assets on stock exchanges","
August15,2023"
21,"NPA, TTP  introduce N50 stamp duty on N1,000 receipt issued","
August15,2023"
21,"ICAN commends Bayelsa govt for encouraging accountancy education","
August15,2023"
21,"APM Terminals Apapa restates commitment to environmental sustainability","
August15,2023"
21,"Guinea Insurance to issue shares through private placement","
August15,2023"
21,"Further MPR hike can affect economic growth — FXTM warns","
August15,2023"
21,"GOXI Microinsurance wins Company of the Year","
August15,2023"
21,"UBA commits to global reporting standards","
August15,2023"
21,"FGN Bond attracts N312.6bn","
August14,2023"
21,"Petrol price: Marketers urge FG to tackle FOREX challenge","
August14,2023"
21,"Register your business or face sanctions, Lagos govt tells trado-medical practitioners","
August14,2023"
21,"INFLATION: What FG, CBN should do beyond raising rates –ICSAN  ","
August14,2023"
21,"Fresh fuel price hike looms as landing cost rises by 37.4%","
August14,2023"
21,"Stock market records marginal gain","
August14,2023"
21,"ELECTRICITY: Niger, Togo, Benin owe Nigeria N12.6bn in Q1’23","
August14,2023"
21,"LBS tech summit to focus on future of technology and entrepreneurship","
August13,2023"
21,"WACT hits three million man-hours without lost time injury ","
August13,2023"
21,"Fitch maintains Rating Watch Negative for Ecobank Nigeria over Honeywell","
August13,2023"
21,"NPA facilitates export of 3.5m metric tonnes of trade in H1’23","
August13,2023"
22,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
22,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
22,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
22,"Nigerians pay more for transport, food in June — NBS","
August12,2023"
22,"Nigeria’s economy grew by 2.4% in Q1 – OPEC","
August11,2023"
22,"5 reasons Naira is depreciating","
August11,2023"
22,"Nigeria’s oil production declines 13.6% to 1.08mbpd","
August11,2023"
22,"Forex inflow through I&E window rises 23% to $1.41bn","
August11,2023"
22,"Truckers task NPA on integrity of call-up system ","
August11,2023"
22,"Capital Express grows profit by 61%","
August11,2023"
22,"LCCI partners FG to host 2023 international business confab","
August11,2023"
22,"NGX, CSCS, Euroclear collaborate to create dollar settlement platform for Fintechs","
August10,2023"
22,"Clarity, transparency in FX market critical to stem volatility — Rewane","
August10,2023"
22,"Nigeria’s July oil production declines by 13.6% to 1.08mbpd","
August10,2023"
22,"OPS raises alarm over surge in capital flights, business closures","
August10,2023"
22,"SEC, PenCom, NGX commit to deepening securities lending facility","
August10,2023"
22,"Volatile climate stunts pension investment into Infrastructure Fund","
August10,2023"
22,"Noor Takaful pledges support for growth of Islamic insurance","
August10,2023"
22,"First Bank allays fears of staff over introduction of robotics","
August09,2023"
22,"Electricity: Prepaid meters’ installation rises 3.9% to 171,107","
August09,2023"
22,"Stakeholders seek support for renewable energy sector ","
August09,2023"
22,"400 female students empowered on gender equity","
August09,2023"
22,"Zenith Bank signs agreement with AfCFTA to develop SMART AfCFTA portal","
August09,2023"
23,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
23,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
23,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
23,"She Creates 2023 Camp, set to support girls in technology ","
August08,2023"
23,"Well-mann Group wins Jet Age continental award","
August08,2023"
23,"We’ll ensure appropriate tax payment, use – Presidential Committee","
August08,2023"
23,"Shareholders support holding of First Bank’s AGM","
August08,2023"
23,"Pension investment in FG Securities up 20.6% to N10.9trn","
August08,2023"
23,"Insurance is best protection against financial loss— Staco CEO ","
August08,2023"
23,"NIN registration declines 16.85% to 22.49m in 2022— NBS","
August08,2023"
23,"IOCs engagement of stevedoring firms now at 60% —Maritime Workers","
August08,2023"
23,"Fintech expert harps on role of fintechs in deepening digital economy","
August08,2023"
23,"FG to cut multiple taxation – Nami","
August07,2023"
23,"Businesses to remain under inflationary pressures as forex crises deepens","
August07,2023"
23,"Liquidity pressures resurface in banking system","
August07,2023"
23,"FG to establish tech hubs in 7 states to empower 1m youths, 500,000 MSMEs","
August07,2023"
23,"Consumer goods manufacturers borrow N1.8trn to survive in HI’23","
August07,2023"
23,"Stock Market: Mixed sentiments continue as investors await interim dividends  ","
August07,2023"
23,"Access Bank to reward over 8,000 customers with N135m in DiamondXrra season 15","
August07,2023"
23,"CERTIFICATE OF ORIGIN: Deviation from standard,  threat to Nigerian economy — NACCIMA","
August07,2023"
23,"Parthian Partners’ CEO appraises impact of BVN on Nigerian fintech sector","
August07,2023"
23,"Collaboration key to improving financial inclusion in Nigeria — aYo Nigeria Boss","
August06,2023"
23,"Oil market: Bonny Light price rises 3% to $87.64 per barrel on low output","
August06,2023"
24,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
24,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
24,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
24,"MPR: Banks jerk up interest rates on savings deposits money market","
August04,2023"
24,"Consumers pay N247bn for electricity in Q1’23","
August04,2023"
24,"NGX partners UK government on mobilizing capital for listed coys","
August04,2023"
24,"Cadbury grows revenue by 28% to N35bn","
August04,2023"
24,"Consumers pay N247bn for electricity in Q1’23","
August04,2023"
24,"Maritime stakeholders back unbundling of transport ministry","
August03,2023"
24,"FirstBank graduates participants in senior management programme","
August03,2023"
24,"GSK Group to shut down operations in Nigeria","
August03,2023"
24,"Why Buhari didn’t assent three maritime Bills","
August03,2023"
24,"Less than 50% MSMEs have active bank accounts — STUDY","
August03,2023"
24,"Apapa Customs rejigs operations, improves performance","
August03,2023"
24,"Economic hardship: Workers withdraw N3bn from pension savings","
August03,2023"
24,"LOAN SHARKS: FCCPC orders removal of 18 apps from Google Playstore","
August03,2023"
24,"Price pressures dampens business confidence, growth in private sector","
August03,2023"
24,"Truckers celebrate dissolution of Customs strike force","
August03,2023"
24,"OPS calls on FG, Labour to avert socioeconomic disruptions","
August03,2023"
24,"NIMASA relocates modular floating dock to NPA’s Continental Shipyard","
August03,2023"
24,"Why SMEs need to connect, collaborate on digital business ","
August03,2023"
24,"UBA GMD marks first year of impactful service","
August03,2023"
24,"FCMB records 148% profit growth","
August02,2023"
25,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
25,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
25,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
25,"7m electricity consumers without prepaid meters — Report","
August02,2023"
25,"Forex scarcity triggers  21% fall  in I&E turnover  to $1.68bn","
August02,2023"
25,"Procure 3,000 CNG buses from local firms — MAN to FG","
August02,2023"
25,"Energy transition: 600m Africans lack efficient power supply — Experts","
August02,2023"
25,"Prestige Assurance grows premium  by 34%","
August02,2023"
25,"Energy access biggest driver of socio-economic dev’t – Seplat CEO","
August02,2023"
25,"FCMB Group grows profit by 148% to N38.2bn in H1’23","
August02,2023"
25,"NGX loses N79bn in bearish trading","
August01,2023"
25,"Roscongress foundation signs co-operation agreements with African industry, businesses ","
August01,2023"
25,"Lack of ship transport putting pressure on road infrastructure – Customs","
August01,2023"
25,"NPA intervention saves terminals, Tin-can port operations from flooding","
August01,2023"
25,"Maritime stakeholders must come to aid of seafarers – Sarumi","
August01,2023"
25,"We facilitated holding bay initiative to ease container deposit issues – COMTUA","
August01,2023"
25,"Cash squeeze, low returns drag down investments in FG Savings Bond","
August01,2023"
25,"Nigeria loses N373bn as gas flaring rises 10 % in H1’23","
August01,2023"
25,"Electricity: Nigeria’s average generation rises 8.6% to 3,970MW","
August01,2023"
25,"SNEPCo MD Elohor Aiboni drives Shell’s deep-water dream","
August01,2023"
25,"Capital gain declines as market capitalisation hits N35trn","
August01,2023"
25,"IPMAN, others, laud Polaris Bank, Emadeb Energy on fuel importation","
August01,2023"
25,"Manufacturers kick at fiscal, monetary policies","
August01,2023"
26,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
26,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
26,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
26,"She Creates 2023 Camp: UBA, others  join forces to empower girls","
August01,2023"
26,"Notore posts N7.92bn revenue for Q2’23","
August01,2023"
26,"Firm launches multiple digital channels","
August01,2023"
26,"NACCIMA seeks expansion in Nigeria, Spain trade","
August01,2023"
26,"Wema Bank’s profit rises 97% to N12bn","
August01,2023"
26,"Customs boss charges newly-promoted DCGs on revenue, professionalism","
August01,2023"
26,"NBCC to open Nigeria’s investment opportunities to British counterpart","
August01,2023"
26,"BIRS decries smear campaign against its chairman, others","
August01,2023"
26,"Hostile business environment: Foreign investments in manufacturing fall 51% to $978.3m","
July31,2023"
26,"Stock Market: Corporate earnings, new policies’ll sustain upward trend — Analysts","
July31,2023"
26,"Tinubu running and stumbling badly, By Dele Sobowale","
July31,2023"
26,"World Finance Banking Awards: Zenith Bank wins Best Commercial Bank in Nigeria","
July31,2023"
26,"ECONOMISTS TO FG: How to use palliatives to mitigate effects of subsidy removal","
July30,2023"
26,"Economists to FG: How to use palliatives to mitigate effects of subsidy removal","
July30,2023"
26,"‘Innovation key to market success’","
July29,2023"
26,"Global economic growth to drop to 3.0% in 2023-24 – IMF","
July29,2023"
26,"15 companies from Nigeria, others accede to AI ethics code","
July28,2023"
26,"Russia to renew direct investment in Nigeria, others","
July28,2023"
26,"Naira depreciates to N768.6/$ in I&E window","
July28,2023"
26,"AfCFTA: Why Nigeria’s missing, as 8 countries commence guided trade","
July28,2023"
27,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
27,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
27,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
27,"Solve local problems with innovative technologies, NITDA charges startups","
July28,2023"
27,"Economy: Stakeholders task govt on insecurity, youth inclusiveness","
July28,2023"
27,"Net forex inflow into economy falls 2% to $7.28bn","
July27,2023"
27,"FG tackles trade associations over price fixing, cartel practices","
July27,2023"
27,"Insurance industry practitioners to get recognition","
July27,2023"
27,"Mutual Funds investment rises 33.1% to N1.87 trn in H1’23","
July27,2023"
27,"Kayode Pitan urges collaboration among DFIs to overcome financing gaps","
July27,2023"
27,"Bank pledges support to SMEs beyond financial advisory","
July27,2023"
27,"CIBN commissions Bankers Hall at Olabisi Onabanjo University","
July27,2023"
27,"Fuel subsidy: FG should encourage utilisation of gas as substitute – NAEE","
July26,2023"
27,"Foreign Exchange Rate: Reps urge support for Tinubu’s govt","
July26,2023"
27,"Cooking gas price drops 6.71% to N4, 068.26 — NBS","
July26,2023"
27,"CBN intensifies anti- inflation effort, raises MPR to 18.75%","
July26,2023"
27,"SEC plots access to market funding for mining companies","
July25,2023"
27,"IMF retains Nigeria’s economic growth forecast at 3.2%","
July25,2023"
27,"IMF retains Nigeria’s economic growth forecast at 3.2%","
July25,2023"
27,"Nigeria’s pension assets to hit N19trn by end of 2024 – Report","
July25,2023"
27,"How Nigeria’s fuel subsidy rose to N3.14trn in 2023  — KPMG","
July25,2023"
27,"Firm recovers Foreshore Towers Ikoyi following court order","
July25,2023"
27,"Developer harps on need to review Land Use Act","
July25,2023"
28,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
28,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
28,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
28,"CBN: Forex reforms reignites investors’ confidence","
July25,2023"
28,"H1’23: Foreign investment in stock market falls 40.4% to N145.1bn","
July25,2023"
28,"Tin-can Customs records 110.8% growth in  non oil export","
July25,2023"
28,"CBN should reduce banks’ CRR to 10%— Pharmaceutical experts ","
July25,2023"
28,"PORTS ACCESS ROADS: Task force, FRSC to introduce mobile courts for traffic offenders","
July25,2023"
28,"Gas flaring: Reps to recover over $9bn fines from oil companies","
July24,2023"
28,"Forex crises: Insurers struggle to grow income from imports ","
July24,2023"
28,"First post-Emefiele MPC holds investment community in speculations","
July24,2023"
28,"NNPCL positions for global play with 183% rise in profit","
July24,2023"
28,"eTranzact processes over N50trn transactions, assures shareholders on regional dominance","
July24,2023"
28,"BII makes first investment in development impact bonds","
July24,2023"
28,"NMDPRA unveils 4 new regulations on environmental remediation fund, others","
July23,2023"
28,"Development analyst to TINUBU: Sustain Buhari’s economic agenda -Awokoya","
July23,2023"
28,"Removal of multiple taxation not well-implemented — NACCIMA","
July23,2023"
28,"Food consumption cost Nigerians over N22trn in 2019 – NBS","
July22,2023"
28,"UK commits $10m to SDG outcomes fund in Africa ","
July22,2023"
28,"Naira loses by 1.26% at investors, exporters window","
July22,2023"
28,"Naira loses by 1.26% at investors, exporters window","
July21,2023"
28,"Deregulation: Emadeb Energy takes delivery of 27m litres of imported petrol","
July21,2023"
28,"Nigeria needs big energy projects to drive GDP – Coleman","
July21,2023"
29,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
29,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
29,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
29,"Electricity generation drops 16% to 3,501MW","
July21,2023"
29,"Banks’ credit to economy rises 11% to N84trn","
July21,2023"
29,"Bank gets shareholders’ nod for commercial banking","
July21,2023"
29,"NAMTOP, COMTUA loggerhead escalates","
July21,2023"
29,"FAAC shares N907b to FG, States, LGs","
July20,2023"
29,"FIRS rakes-in N5.5trillion in six months","
July20,2023"
29,"How to rescue Nigeria from economic doldrums — NECA","
July20,2023"
29,"NACCIMA pushes for increased PPP in NEZA, NEPZA, OGFZA operations","
July20,2023"
29,"Oil marketers task govt. on regulatory framework for renewable energy","
July20,2023"
29,"Revenue mobilisation: LCCI cautions FG on FIRS, NIMASA, Customs’ merger","
July19,2023"
29,"Russia–Africa Economic Forum: Speakers to discuss devt relations under global change","
July19,2023"
29,"Ukraine sets to build grain terminal at Lekki Port","
July19,2023"
29,"Oil exploration: Nigeria’s rig count rises 27.7% to 14 — Report","
July19,2023"
29,"How insurgency destroyed fishing activities in Lake Chad – Cooperative Federation","
July19,2023"
29,"Bashir Jamoh: The man who broke the CVFF jinx","
July19,2023"
29,"PCC, Apapa Local Govt Council in talks over Apapa traffic","
July19,2023"
29,"‘Nigerian factor responsible for illegal check points’ – Seme Customs boss","
July19,2023"
29,"Maritime Security:Extolling Nigeria’s Role in Promoting Safer Gulf of Guinea","
July19,2023"
29,"Pioneer PFSO Chair, Subaru Anataku is dead","
July19,2023"
29,"6 vessels ran aground at Escravos Channel, impairs port operations","
July19,2023"
30,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
30,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
30,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
30,"CBN, CBE set up ‘Nigeria-Egypt FinTech Bridge’","
July19,2023"
30,"Ogun Customs intercepts 194 cartons of narcotics, bags CRAN’s anti-smuggling award","
July19,2023"
30,"APM Terminals, NDLEA raise awareness on drug addiction, stigma","
July19,2023"
30,"Iheanacho urges indigenous shipowners to maximize opportunities in oil, gas industry","
July18,2023"
30,"CBN, Egyptian Central Bank seal FinTech deal","
July18,2023"
30,"NECA lists local crude refining, 7 others as solution to economic doldrums","
July18,2023"
30,"ANLCA 2023: Stakeholders list conditions for resolution of crisis, peaceful election","
July18,2023"
30,"MOWCA, AFREXIMBANK mulls ship financing partnership","
July18,2023"
30,"Naira depreciation, subsidy removal push inflation to 22.79%","
July18,2023"
30,"OPEC: NIGERIA’s oil output drops 5.5% to 1.249 mb/d oil theft persist","
July18,2023"
30,"Final Investment Decision coming on Nigeria’s $5bn first floating LNG project","
July18,2023"
30,"FBNQuest advises investors on risk tolerance","
July18,2023"
30,"NPA berth vessels at Warri Port, commence work at submerged breakwaters","
July18,2023"
30,"Cooking Gas: Sahara Group places order for LPG carriers worth $142m","
July18,2023"
30,"Deregulation: Oil marketers begin fuel importation — NMDPRA","
July17,2023"
30,"Inflation rate rises 22.79% in June — NBS","
July17,2023"
30,"NGX expects stable economic environment amid forex reform, subsidy removal","
July17,2023"
30,"MASS METERING: MAN decries move to sideline local manufacturers","
July17,2023"
30,"Naira hits new low at N820/$, as forex supply gap persists","
July17,2023"
30,"MTN, FBNH, Access, others drag down stock market by 0.8%","
July17,2023"
31,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
31,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
31,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
31,"Olubadan suspends Egungun festival over violence","
July17,2023"
31,"N8,000 too small to assuage pains of fuel subsidy removal — Informal sector workers","
July17,2023"
31,"MASS METERING: MAN decries move to sideline local manufacturers","
July17,2023"
31,"MTN, FBNH, Access, others drag down stock market by 0.8%","
July17,2023"
31,"Subsidy removal: FG targets 2-pronged relief for workers","
July17,2023"
31,"Naira hits new low at N820/$, as forex supply gap persists","
July17,2023"
31,"Over 200 Chinese manufacturers storm Nigeria for Lagos Expo","
July16,2023"
31,"Scarcity of liquidity, inflation stifling economic activities, says insurance firm","
July15,2023"
31,"Naira dips, exchanges at N803.90 at investors, exporters window","
July14,2023"
31,"NPA denies charging licensing fee for barge operations","
July14,2023"
31,"Ukraine sets to build grain terminal at Lekki Port","
July14,2023"
31,"Access Bank to acquire subsidiaries of Standard Chartered in 5 African countries","
July14,2023"
31,"6 vessels ran aground at Escravos Channel, impairs port operations","
July14,2023"
31,"APM Terminals, NDLEA raise awareness on drug addiction, stigma","
July14,2023"
31,"E-Naira: CBN denies competing with banks","
July14,2023"
31,"Naira appreciates to N746.28/$ in I&E window","
July14,2023"
31,"E-Naira: we‘re not in competition with banks – CBN","
July13,2023"
31,"CBN directs banks to pay diaspora remittances to beneficiaries in naira","
July13,2023"
31,"Experts kick against uniform global energy transition plan","
July13,2023"
31,"H2’23: Nigeria’s debt stock projected to hit N70trn","
July13,2023"
32,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
32,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
32,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
32,"CBN announces Naira remittances payout option","
July12,2023"
32,"Ladoja drags Makinde, Olubadan to court over chieftaincy review","
July12,2023"
32,"‘Why we invested in First bank’, Honeywell Group speaks about 15% stake in FBNH","
July12,2023"
32,"NGX, NBA seek further collaboration on corporate governance","
July12,2023"
32,"Forbes 2023 Index: Dangote maintains position as Africa’s richest man","
July12,2023"
32,"10% of Nigerians have access to pensions’","
July12,2023"
32,"Barge operators lament dollar charges by NPA","
July12,2023"
32,"Investors gain N1.93trn in 2 days as stock market hits 15 yr high","
July12,2023"
32,"NNPC no longer write rules for petroleum industry, says Kyari","
July11,2023"
32,"Customs gears up for implementation of new Customs Act","
July11,2023"
32,"Air fare up 34% in May — NBS","
July11,2023"
32,"Capital importation rises 6% to $1.13bn, banking sector leads","
July11,2023"
32,"IFC, NGX recognise Access Bank for women empowerment, gender equality","
July11,2023"
32,"FMDQ Holdings acquires 21.6% equity in CSCS shares","
July11,2023"
32,"FGN Securities up 19.9% to N10.2trn, as states decline 5%","
July11,2023"
32,"LOW PURCHASING POWER: How startups can grow sales under customer resistance – Esene  ","
July11,2023"
32,"Banks in earnings windfall under high interest rate regime","
July10,2023"
32,"‘IFRS 17 implementation’ll boost perception of insurance’","
July10,2023"
32,"Public Debt: ICAN advocates anti-borrowing approach to development ","
July10,2023"
32,"Banks in earnings windfall under high interest rate regime","
July10,2023"
33,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
33,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
33,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
33,"Stock market resumes bullish trend","
July10,2023"
33,"Otudeko becomes largest shareholder in FBN Holdings, after purchase of additional stake","
July10,2023"
33,"Laurels for Transcorp boss, Owen Omogiafo","
July08,2023"
33,"Aliko Dangote: On dangers of luxurious living","
July08,2023"
33,"Court declares deduction of taxes, levies from Centenary Freezones Coy unlawful","
July07,2023"
33,"Suspension of tax increments dampens manufacturers’ anxieties — MAN","
July07,2023"
33,"Tinubu’s intervention on taxes will relieve Nigerian businesses of undue burden —NACCIMA","
July07,2023"
33,"Tinubu suspends Finance Act, halts 5% excise tax on telecoms","
July07,2023"
33,"CBN warns banks over Russia, Iran, Cameroon transactions","
July07,2023"
33,"Why AI can’t take over PR functions — Ali-Balogun","
July07,2023"
33,"Naira depreciates to N762.63/$ in I&E window","
July06,2023"
33,"Fitch projects upgrade of Ecobank’s National Ratings ","
July06,2023"
33,"Insurers transfer over 70% of oil & gas business abroad in Q1’23","
July06,2023"
33,"MPC members urge CBN to curb money supply growth","
July06,2023"
33,"Inflationary pressure on cost  reason for new  PoS charges — AMMBAN ","
July06,2023"
33,"Benefits and limitations of investment ratios","
July05,2023"
33,"Big task for Tinubu on entrepreneurship and startups","
July05,2023"
33,"Fuel subsidy: Small businesses suffer losses – ASBON","
July05,2023"
33,"Investors lose N672bn as stock market records first decline in H2’23","
July05,2023"
33,"Inflation: Prices of Beef, Yam  up 24.9%,  22.8% — NBS ","
July05,2023"
34,"CBN’s lending to banks rises 466 % to N268bn","
November06,2023"
34,"FG’s non-compliance with laws on pension administration, violation of rights of pensioners","
November06,2023"
34,"How small businesses can adopt modern strategies, survive Nigerian market","
November06,2023"
34,"Shell appoints Gbobo as MD of Gas subsidiary","
July05,2023"
34,"Inflation: Prices of Beef, Yam  up 24.9%,  22.8% — NBS ","
July05,2023"
34,"UBA partners AfCFTA, invests $6bn to finance SMEs in Africa","
July05,2023"
34,"NGX, CIS, market leaders unite to honour late Otunba Balogun","
July04,2023"
34,"Bread producers serve notice of imminent hike in prices","
July04,2023"
34,"Stock market opens H2’23 positively as investors gain N534bn","
July04,2023"
34,"NGX, CIS, stakeholders honour Subomi Balogun","
July04,2023"
34,"Inflationary pressures undermine business confidence – Stanbic IBTC’s PMI","
July04,2023"
34,"Banks’ borrowing from CBN intensifies, rises 140%  to N10.35trn","
July04,2023"
34,"Tinubu to investors: We’re serious, open for business","
July03,2023"
34,"NEXIM partners Fidelity Bank, Sapphital to grow Nigeria’s export","
July03,2023"
34,"Forex turnover in I&E falls 35% to $13.11bn in H1’23","
July03,2023"
34,"Fuel subsidy removal, forex reforms: Investors rake in N5.3trn in H1’23","
July03,2023"
34,"Sterling Bank introduces savings accounts for market women","
July03,2023"
34,"PIA: FG gazettes 5, signs 7 laws, others on oil, gas operations — Investigation","
July03,2023"
34,"Private sector in divergent tunes over impact of Tinubu’s policy steps","
July03,2023"
34,"Manufacturers roll out must-do- list in 100 days for Tinubu","
July02,2023"
34,"Axa Mansard moves to bridge motor insurance gap, penetration in Nigeria","
July01,2023"
34,"Lekki Port berths 6,900 TEUs capacity transshipment vessel","
June30,2023"
34,"Electricity tariff: More multinational companies may exit Nigeria — MAN","
June30,2023"
